Word,Pron,NMorph,POS,I_Mean_RT,I_Zscore,I_SD,Obs,I_Mean_Accuracy,I_NMG_Mean_RT,I_NMG_Zscore,I_NMG_SD,I_NMG_Obs,I_NMG_Mean_Accuracy
compatriots,"k@m.p""e.tri@ts",4,NN,952.35,0.75,309.07,20,0.63,978.94,1.21,281.17,18,0.75
compel,"k@m.p""El",2,VB,877.56,0.32,277.64,25,0.71,678.64,-0.17,164.52,28,1
compelled,"k@m.p""Eld",3,VB,684.84,-0.33,173.84,32,1,723.48,-0.19,194,27,0.96
clashes,"kl""aS.@z",2,NN|VB,730.62,-0.31,328.3,34,0.97,704.92,-0.12,168.38,26,1
clasp,"kl""asp",1,VB|NN,717.79,-0.3,263.22,33,0.97,629,-0.4,113.6,26,0.93
clasped,"kl""aspt",2,VB,674.1,-0.11,196.43,30,0.91,694.29,-0.08,161.09,24,0.86
clasping,"kl""asp.IN",2,VB|NN,801.32,0.14,435.35,28,0.85,710.14,-0.17,195.09,28,1
compelling,"k@m.p""El.IN",3,JJ|VB,664.97,-0.36,214.56,33,0.97,698.88,-0.11,143.56,26,0.96
compels,"k@m.p""Elz",3,VB,818.86,0.36,258.54,22,0.69,849.76,0.3,178.38,25,0.96
compendium,"k@m.p""En.4i@m",2,NN,1000.42,0.79,258.62,12,0.39,1116.83,1.23,370.22,12,0.57
compensate,"k""Am.p@n.set",3,VB,795.76,-0.12,391.43,33,1,738.74,0.12,263.38,27,1
compensated,"k""Am.p@n.s%e4.@d",4,VB|JJ,819.03,-0.06,359.96,32,0.97,691.69,0.1,149.67,26,1
compensates,"k""Am.p@n.sets",4,VB,960.7,0.41,360.89,30,0.94,835.6,0.41,209.28,25,0.96
compensating,"k""Am.p@n.s%e4.IN",4,VB,924.26,0.45,407.46,31,0.97,783.85,0.13,160.79,27,1
compensation,"k%Am.p@n.s""e.Sn=",4,NN,778.78,-0.03,275.64,32,0.97,759.58,0.08,278.04,26,0.96
compensations,"k%Am.p@n.s""e.Sn=z",5,NN,850.97,0.28,327.23,30,0.91,852.29,0.36,298.58,28,1
compensatory,"k@m.p""En.set.%O.ri",4,JJ,917.35,0.24,411.87,26,0.87,912.67,0.98,171.12,9,0.41
compete,"k@m.p""it",1,VB,644.55,-0.47,229.55,33,0.97,720.74,0,150.56,23,0.96
competed,"k@m.p""i4.@d",2,VB,747.81,-0.09,287.68,32,0.97,825.35,0.29,136.22,23,0.96
competence,"k""Am.p@.4@ns",2,NN,804.06,-0.1,413.53,31,1,745.81,0.13,177.86,26,1
competency,"k""Am.p@.4@ns.i",3,NN,682.97,-0.23,229.94,33,0.97,853.47,0.51,240.76,19,0.79
competent,"k""Am.p@.4@nt",2,JJ,726.55,-0.3,203.24,31,0.94,740.32,0.13,186.37,22,0.88
competently,"k""Am.p@.4@nt.li",3,RB,958.55,0.59,388.81,29,0.94,949.26,0.91,312.09,19,0.79
competes,"k@m.p""its",2,VB,854.62,0.23,258.12,21,0.68,835.35,0.7,178.44,20,0.87
competing,"k@m.p""i4.IN",2,VB,766.69,-0.06,348.45,32,0.94,780.85,0.26,179.79,26,0.96
competitors,"k@m.p""E4.@.4@`z",3,NN,843.76,0.2,349.45,34,1,711.67,0.06,135.59,27,0.96
compilations,"k%Am.p@l.""e.Sn=z",3,NN,919.63,0.52,447.25,24,0.83,895.12,0.56,298.49,17,0.74
competition,"k%Am.p@t.""I.Sn=",2,NN,620.81,-0.44,153.33,32,1,676.07,-0.01,149.74,28,1
competitive,"k@m.p""E4.@.4Iv",2,JJ,676.53,-0.41,256.82,32,0.97,728.38,0.03,99.65,26,1
competitively,"k@m.p""E4.@.4Iv.li",3,RB,769.29,0.02,220.4,31,0.94,856.65,0.27,199.55,23,0.85
competitor,"k@m.p""E4.@.4@`",2,NN,843.21,-0.06,259.63,28,0.85,766.14,0.31,175.21,28,1
compilation,"k%Am.p@l.""e.Sn=",2,NN,831.04,0.25,295.83,26,0.87,891.25,0.64,329.18,16,0.7
compile,"k@m.p""aIl",1,VB,715.55,-0.24,225.18,31,0.97,721.26,-0.06,134.55,27,1
compiled,"k@m.p""aIld",2,VB,712.13,-0.28,275.61,32,0.94,794.12,0.39,162.16,26,0.93
compiler,"k@m.p""aIl.@`",2,NN,893.12,0.3,430.46,26,0.81,756.67,0.17,163.74,24,0.89
compiling,"k@m.p""aIl.IN",2,VB,731.89,-0.21,209.58,28,0.8,729.52,0.16,184.38,27,0.96
complacence,"k@m.pl""e.sn=s",2,NN,895.1,0.59,333.49,21,0.68,922.67,0.67,284.66,18,0.75
complacency,"k@m.pl""e.sn=s.i",3,NN,829.04,0.2,314.78,25,0.78,791.18,0.38,258.23,22,0.79
complacent,"k@m.pl""e.sn=t",2,JJ,920.57,0.34,410.33,28,0.88,835.46,0.41,299.19,24,0.89
complain,"k@m.pl""en",1,VB|NN,643.27,-0.48,188.81,33,1,692.54,-0.24,114.4,24,1
complained,"k@m.pl""end",2,VB,621.3,-0.43,120.24,33,1,704.73,0.05,141.89,26,0.96
complaining,"k@m.pl""en.IN",2,VB,739.06,-0.17,254.01,33,1,708.71,-0.22,148.5,28,1
clarity,"kl""a.r@.4i",2,NN,695.41,-0.33,236.18,34,0.97,645.38,-0.34,126.08,26,0.96
Clark,"kl""Ark",1,NN,629.79,-0.5,164.36,33,0.97,578.52,-0.61,93.44,27,1
Clark's,"kl""Arks",2,encl,674.18,-0.38,217.18,34,1,591.11,-0.46,97.52,27,1
clash,"kl""aS",1,NN|VB,584.76,-0.53,148.22,33,1,608.11,-0.52,64.96,27,1
clashed,"kl""aSt",2,VB,744.24,-0.23,313.49,33,0.97,622.86,-0.46,108.93,28,1
class,"kl""as",1,NN|VB,570.55,-0.79,208.53,33,1,579.74,-0.6,82.08,27,1
classed,"kl""ast",2,VB,773.62,-0.24,372.21,26,0.79,674.22,-0.43,158.74,27,0.96
classes,"kl""as.@z",2,NN|VB,738.03,-0.28,312.12,33,0.94,656.48,-0.28,175.28,27,0.96
classic,"kl""as.Ik",2,JJ|NN,604.28,-0.77,224.91,32,1,615.07,-0.49,126.45,28,1
classical,"kl""as.Ik.l=",3,JJ,636.97,-0.58,276.68,31,1,634.61,-0.38,113.12,28,1
classicalism,"""klasIk@lIzm=",NULL,NULL,948.65,0.68,345.5,20,0.65,917.3,0.55,335.68,23,0.85
classicism,"kl""as.Is.%I.zm=",3,NN,887.57,0.31,447.53,23,0.77,884.59,0.28,238.35,17,0.68
classicist,"kl""as.Is.Ist",3,NN,860.65,0.47,354.81,20,0.63,823.46,0.39,265.19,24,0.89
classics,"kl""as.Iks",3,NN,704.25,-0.41,251.99,32,0.97,635.89,-0.34,101.12,27,1
classiest,"kl""as.i.Ist",3,JJ,890.22,0.45,264.11,23,0.72,826.24,0.45,322.88,21,0.88
classifiable,"kl""as.@.f%aI@.bl=",3,JJ,1083.61,0.59,645.99,28,0.88,791.93,0.15,219.34,28,1
classification,"kl%as.@.f@.k""e.Sn=",3,NN,750.77,-0.36,255.85,35,1,647.96,-0.35,106.61,28,1
classifications,"kl%as.@.f@.k""e.Sn=z",4,NN,787.91,0.06,262.93,32,0.97,684.15,-0.23,131.52,26,1
classified,"kl""as.@.faId",3,VB|JJ,751.94,-0.28,323.46,34,0.97,612,-0.48,112.08,28,1
classifiers,"kl""as.@.faI@`z",4,NN,786.29,0.08,278.99,31,0.91,717.93,0,196.25,27,0.96
classify,"kl""as.@.faI",2,VB,572.43,-0.68,93.8,35,1,621.39,-0.46,149.17,28,1
classificatory,"kl@s.""I.f@.ket.%O.ri",3,JJ,1027.53,0.86,352.29,17,0.61,872.45,0.18,315.05,11,0.44
classless,"kl""as.l@s",2,JJ,868.69,0.18,421.15,26,0.81,763.8,0.22,253.99,25,0.93
classmate,"kl""as.m%et",2,NN,679.56,-0.45,249.83,34,1,631,-0.46,111.21,26,1
classmates,"kl""as.m%ets",3,NN,656,-0.5,253.8,32,1,647.36,-0.33,121.7,28,1
classifying,"kl""as.@.f%aI.IN",3,VB|NN,637.97,-0.41,163.8,34,0.97,687.25,-0.32,127.01,28,1
classroom,"kl""as.r%um",2,NN,578.34,-0.63,120.26,32,1,616.75,-0.39,142.77,28,1
classrooms,"kl""as.r%umz",3,NN,655.88,-0.55,296.46,34,1,618.48,-0.54,70.01,25,1
classy,"kl""as.i",2,JJ,777.8,-0.1,330.83,30,0.94,609.68,-0.44,117.34,28,1
clatter,"kl""a.4@`",1,VB|NN,677,-0.27,265.73,29,0.88,679.44,-0.3,178.04,27,1
clattered,"kl""a.4@`d",2,VB,803.53,0.05,334.89,30,0.94,700.57,-0.16,190.33,28,1
clattering,"kl""a.4@`.IN",2,VB|NN|JJ,715.15,-0.09,197.21,26,0.79,720.19,0,166.08,27,1
clattery,"kl""a.4@`.i",2,JJ,874.93,0.23,350.74,15,0.47,751.76,0.09,242.87,25,0.89
Claude,"kl""Od",1,NN,775.89,0.01,386.75,27,0.82,704.96,-0.06,165.04,26,0.96
Claude's,"kl""Odz",2,encl,747.18,-0.26,285.66,33,0.97,670.31,-0.21,181.94,26,0.96
Claudia's,"kl""O.4i@z",2,encl,665.53,-0.3,176.72,30,0.94,712.61,-0.24,158.51,28,1
Claus,"kl""Oz",1,NN,793.42,-0.13,228.35,24,0.73,634.96,-0.34,147.11,24,0.89
clause,"kl""Oz",1,NN,729.32,-0.22,206.6,31,0.91,654.13,-0.38,143.49,24,1
clauses,"kl""Oz.@z",2,NN,716.76,-0.19,197.04,34,1,751.77,-0.13,251.22,26,0.96
claustrophobia,"kl%O.str@.f""o.bi@",3,NN,959.21,0.65,381.66,29,0.94,831.33,0.57,211.46,27,1
clearer,"kl""Ir.@`",2,JJ,695.03,-0.42,257.05,30,0.88,718.04,-0.06,222.02,27,1
clearing,"kl""Ir.IN",2,VB|NN,616.78,-0.5,186.61,32,0.94,682.14,-0.32,154.72,28,1
clearinghouse,"kl""Ir.IN.h%aUs",3,NN,835.41,0.28,294.87,32,0.94,733.22,0.09,127.84,27,1
clearly,"kl""Ir.li",2,RB,642.55,-0.53,230.58,31,0.94,625.04,-0.4,185.95,27,1
clearance,"kl""Ir.@ns",2,NN,625.45,-0.46,133.08,33,0.97,629.69,-0.43,111.31,26,1
cleared,"kl""Ird",2,VB,629.17,-0.52,144.39,29,0.94,669.04,-0.33,117.74,28,1
claustrophobic,"kl%O.str@.f""o.bIk",3,JJ,927.78,0.66,354.91,27,0.84,859.38,0.7,256.81,21,0.88
clavichord,"kl""a.v@.kOrd",1,NN,949.67,0.89,366.98,9,0.26,993.4,1.26,339.2,20,0.8
clavicle,"kl""a.v@.kl=",1,NN,897.58,0.19,261.22,26,0.84,816.46,0.37,224.89,24,0.92
claw,"kl""O",1,NN|VB,617.78,-0.63,188.2,32,0.94,638.96,-0.52,89.06,26,1
clawed,"kl""Od",2,VB,682.84,-0.45,188.73,31,0.94,634.04,-0.36,105.3,28,1
clawing,"kl""O.IN",2,VB,678.06,-0.28,209.39,32,0.94,699.96,-0.22,276.23,28,1
claws,"kl""Oz",2,NN|VB,667.91,-0.34,230.11,33,1,598.32,-0.61,84.17,28,1
clay,"kl""e",1,NN,581.38,-0.74,190.89,32,1,593.31,-0.55,89.32,26,1
clean,"kl""in",1,JJ|VB|RB,582.83,-0.78,172.49,35,1,615.93,-0.59,84.17,27,1
cleaned,"kl""ind",2,VB,628.03,-0.45,196.8,34,1,658.23,-0.37,164.65,26,1
cleaner,"kl""in.@`",2,JJ|NN,650.58,-0.54,339.78,33,1,627.93,-0.45,100.54,28,1
cleaners,"kl""in.@`z",3,NN,713.44,-0.4,271.93,34,1,647.68,-0.25,215.19,28,1
cleaning,"kl""in.IN",2,NN|VB,639.18,-0.55,212.67,34,1,630.31,-0.45,162.39,26,1
cleanly,"kl""En.li",2,JJ,642.24,-0.49,235.15,34,1,634.81,-0.3,100.02,26,1
cleans,"kl""inz",2,VB,611.06,-0.67,182.71,32,1,603.44,-0.38,120.29,25,0.96
cleanse,"kl""Enz",1,VB,823.88,0.09,440.66,25,0.76,712.38,-0.11,212.5,24,1
cleansed,"kl""Enzd",2,VB,775.23,-0.05,299.04,35,1,676.19,-0.19,190.58,26,0.96
cleansing,"kl""Enz.IN",2,NN|VB,689.47,-0.33,232.87,34,0.97,640.38,-0.39,104.08,24,0.92
cleanup,"kl""in.%Vp",2,NN|VB,766.53,-0.2,370.4,32,0.94,735.74,-0.12,166.81,27,1
cleanups,"kl""in.%Vps",3,NN,688.91,-0.15,152.27,33,0.97,675.68,-0.13,92.67,25,0.96
clear,"kl""Ir",1,JJ|VB|RB,552.82,-0.87,115.04,33,0.97,626.48,-0.49,149.84,27,1
clearness,"kl""Ir.n@s",2,NN,684.15,-0.41,297.53,33,0.97,656.26,-0.22,131.09,27,1
clears,"kl""Irz",2,VB,611.16,-0.6,192.87,31,0.91,641.14,-0.36,140.08,28,1
Clearwater,"kl""Ir.w%O.4@`",2,NN,745.16,-0.08,215.2,32,0.97,708.41,-0.19,125.9,27,1
cleat,"kl""it",1,NN,870.58,0.31,221.48,19,0.58,649.21,-0.26,159.16,24,0.89
cleavage,"kl""iv.@dZ",2,NN,655.97,-0.53,199.51,34,1,737.13,-0.21,166.3,24,0.96
cleave,"kl""iv",1,VB,687.35,-0.28,199.17,26,0.87,635.84,-0.31,120.2,25,0.89
cleaved,"kl""ivd",2,VB|JJ,801.71,-0.18,435.38,28,0.82,697.54,-0.2,153.5,26,0.96
cleaver,"kl""iv.@`",2,NN,776.59,0.12,254.43,32,0.94,722.17,-0.1,204.88,24,0.86
clef,"kl""Ef",1,NN,845.76,0.11,258.85,17,0.5,583.33,-0.45,101.25,27,1
cleft,"kl""Eft",1,NN,796.96,-0.1,254.09,27,0.77,632.71,-0.31,125.49,28,1
clefts,"kl""Efts",2,NN,790.96,-0.09,322.23,27,0.77,691.16,-0.22,98.12,25,1
clemency,"kl""E.m@n.si",2,NN,770.46,0.01,240.51,28,0.8,748.36,0.18,172.33,25,0.93
clench,"kl""EntS",1,VB,694.68,-0.27,267.96,28,0.82,609.11,-0.49,85.64,28,1
clenched,"kl""EntSt",2,JJ|VB,761.96,-0.03,337.62,28,0.88,665.07,-0.15,84.17,28,1
clenches,"kl""EntS.@z",2,VB,809.17,-0.08,343.89,30,0.94,709.17,-0.16,124.57,23,0.96
clergy,"kl""3`.dZi",1,NN,630.66,-0.47,148.64,32,0.94,686.64,-0.25,159.4,25,0.96
clergyman,"kl""3`.dZi.m@n",2,NN,758.94,-0.06,251.51,31,0.97,731.12,-0.05,175.6,26,0.96
clergyman's,"kl""3`.dZi.m@nz",3,encl,865.26,0.27,260.48,31,0.91,748.39,0.15,165.65,23,0.96
clergymen,"kl""3`.dZi.m@n",2,NN,770.76,-0.03,257.48,33,0.97,708.08,0,119.85,26,1
cleric,"kl""E.rIk",1,NN,844.61,0.1,350.29,23,0.72,728.05,0.08,166.7,21,0.88
clerical,"kl""E.rIk.l=",2,JJ,782.19,-0.02,275.32,31,0.94,764.78,0.2,185.47,27,0.96
clerk,"kl""3`k",1,NN,592.44,-0.69,186.82,32,0.94,613.5,-0.66,139.25,28,1
clerking,"kl""3`k.IN",2,VB,903.32,0.26,347.08,28,0.85,641.28,-0.49,98.97,29,1
clerks,"kl""3`ks",2,NN,591.85,-0.77,173.94,33,0.97,613.85,-0.56,85.64,27,1
clerk's,"kl""3`ks",2,encl,648.33,-0.46,207.08,33,1,621.04,-0.58,93.09,28,1
Cleveland,"kl""iv.l@nd",2,NN,733.5,-0.27,300.79,34,1,657.68,-0.21,142.68,28,1
clever,"kl""E.v@`",1,JJ,604.48,-0.6,167.33,33,0.97,642.88,-0.28,96.18,25,0.89
cleverly,"kl""E.v@`.li",2,RB,732.33,-0.08,335.18,33,0.94,701.81,-0.22,198.75,27,1
cleverness,"kl""E.v@`.n@s",2,NN,692.94,-0.18,199.03,34,1,718.85,-0.13,84.78,27,1
cliche,"kli.S""e",1,NN,827.69,-0.07,383.61,29,0.88,725.43,-0.03,157.13,23,0.88
cliches,"kli.S""ez",2,NN,758.97,-0.11,344.49,29,0.91,711.74,-0.02,231.5,19,0.7
click,"kl""Ik",1,NN|VB,670.26,-0.63,275.79,35,1,614.97,-0.49,141.74,29,1
clicked,"kl""Ikt",2,VB,649.58,-0.45,218.73,33,0.97,638.96,-0.49,120.18,28,1
clicking,"kl""Ik.IN",2,VB|NN,694,-0.28,246.79,33,1,661.62,-0.23,167.43,26,1
clicks,"kl""Iks",2,NN|VB,666.97,-0.46,205.55,32,1,611.69,-0.51,148.23,26,1
client,"kl""aI@nt",1,NN,610.68,-0.64,196.42,34,1,660.74,-0.29,176.12,27,1
clientele,"klaI@n.t""El",1,NN,1076.7,0.75,484.01,20,0.61,789.95,0.4,176.29,22,0.92
clients,"kl""aI@nts",2,NN,691.18,-0.44,236.37,33,0.97,646.46,-0.43,119.14,28,1
client's,"kl""aI@nts",2,encl,664.61,-0.46,244.69,33,0.97,642,-0.24,125.8,28,1
cliff,"kl""If",1,NN,622.91,-0.58,204.69,33,0.97,609.04,-0.55,105.92,27,1
cliffhanger,"kl""If.h%aN.@`",3,NN,738.91,-0.16,298.64,33,1,721.54,-0.19,128.68,28,1
cliffs,"kl""Ifs",2,NN,678,-0.37,249.9,31,0.94,675.44,-0.32,152.72,27,1
climactic,"klaI.m""ak.tIk",1,JJ,881.12,0.27,446.6,26,0.81,753.32,0.21,174.27,25,0.93
cliffhanging,"kl""If.h%aN.IN",3,VB|NN|JJ,813.06,0.07,343.69,31,0.94,889.84,0.38,292.94,25,1
climate,"kl""aI.m@t",1,NN,603.88,-0.6,154.52,34,0.97,668.96,-0.22,130.11,28,1
climates,"kl""aI.m@ts",2,NN,716.47,-0.19,290.72,34,1,706.77,-0.04,180.56,26,0.93
climatology,"kl%aI.m@t.""A.l@.dZi",3,NN,978.42,1,319.7,19,0.7,978.24,0.95,306.57,21,0.81
climax,"kl""aI.maks",1,NN|VB,623.72,-0.6,136.1,32,0.97,604.08,-0.47,84.61,26,1
climaxed,"kl""aI.makst",2,VB,730.03,-0.16,158.56,30,0.91,666.41,-0.27,105.62,27,1
climaxes,"kl""aI.maks.@z",2,NN|VB,789.28,0.01,243.11,32,1,755.36,-0.17,155.91,25,1
climb,"kl""aIm",1,VB|NN,569.83,-0.74,206.59,30,0.91,604.04,-0.44,100.83,28,1
climbed,"kl""aImd",2,VB,640.66,-0.59,180.75,32,1,596.04,-0.46,66.67,27,1
climbing,"kl""aIm.IN",2,VB|NN,614.61,-0.56,133.35,33,1,641.26,-0.37,95.82,27,1
climbs,"kl""aImz",2,VB|NN,629.03,-0.59,182.23,32,0.97,683.08,-0.36,173.03,26,1
clime,"kl""aIm",1,NN,786.43,0.23,297.19,14,0.41,602.14,-0.42,122.39,22,0.76
climes,"kl""aImz",2,NN,666.83,-0.24,216.28,12,0.39,711.68,-0.08,245.3,25,0.93
clinch,"kl""IntS",1,VB|NN,762.1,-0.09,332.76,30,0.94,651.19,-0.23,145.17,26,1
clinched,"kl""IntSt",2,VB,790.61,-0.18,311.74,31,0.94,686,-0.13,161.35,26,0.93
clincher,"kl""IntS.@`",2,NN,758.72,0.1,268.71,29,0.88,745.7,0.08,189.9,27,0.96
clinches,"kl""IntS.@z",2,VB|NN,820.48,0,375.6,33,1,811.31,0.27,284.78,26,1
cling,"kl""IN",1,VB,622.81,-0.45,244.79,32,0.94,692.21,-0.21,170.32,28,1
clinging,"kl""IN.IN",2,VB,736.79,-0.27,232.19,33,0.97,701.16,0.03,195.15,25,0.96
clings,"kl""INz",2,VB,744.39,-0.05,294.3,31,0.94,664.88,-0.33,117.31,26,1
clingy,"kl""IN.i",2,JJ,860.63,0.17,410.53,30,0.88,686.72,-0.17,123.12,25,0.96
clinic,"kl""I.nIk",1,NN,713.91,-0.37,344.74,34,1,613.81,-0.46,100.2,27,1
clinical,"kl""I.nIk.l=",2,JJ,679.5,-0.33,213.37,34,1,669.88,-0.23,123.41,26,1
clinically,"kl""I.nIk.li",3,RB,832.17,0.11,324.02,30,0.91,834.77,0.3,179.39,26,1
clinics,"kl""I.nIks",2,NN,660.76,-0.39,217.65,33,0.97,679.42,-0.14,122.37,26,1
clinked,"kl""INkt",2,VB,751.2,-0.18,234.97,25,0.76,619.63,-0.41,118.58,24,1
Clinton,"kl""In.tn=",2,NN,677.92,-0.44,204.8,36,1,658.32,-0.39,111.42,25,0.96
clip,"kl""Ip",1,NN|VB,613.23,-0.58,181.8,35,1,599.48,-0.5,89.44,27,1
clipboard,"kl""Ip.b%Ord",2,NN,658.03,-0.39,173.99,31,0.94,667.39,-0.33,137.29,28,1
clipped,"kl""Ipt",2,VB|JJ,671.36,-0.48,252.17,33,0.97,634.21,-0.43,100.81,28,1
clipper,"kl""Ip.@`",2,NN,635.3,-0.63,171.96,33,0.97,661.85,-0.41,151.23,27,1
clippers,"kl""Ip.@`z",3,NN,689.47,-0.33,281.63,34,1,632.52,-0.35,86.33,27,1
clippings,"kl""Ip.INz",3,NN,729.81,-0.21,261.67,31,0.94,652.52,-0.34,209.43,27,1
clips,"kl""Ips",2,NN|VB,588.78,-0.65,175.46,32,0.97,600.07,-0.56,97.97,28,1
clique,"kl""ik",1,NN,696.52,-0.19,221.55,27,0.9,739.44,0.05,156.23,27,1
cliques,"kl""iks",2,NN,783.19,0.02,235.15,32,0.94,754.45,0.16,228.47,22,0.85
clitoris,"kl""I.4@`.rIs",2,NN,827,0.28,317.83,30,0.91,947.54,0.67,302.86,24,0.89
cloak,"kl""ok",1,NN|VB,738.23,-0.2,286.37,30,0.88,616.93,-0.46,94.11,28,1
cloakroom,"kl""ok.r%um",2,NN,818.63,0.25,298.66,27,0.82,768.1,0.13,179.77,29,1
cloakrooms,"kl""ok.r%umz",3,NN,1045.1,0.94,320.12,21,0.66,837.83,0.3,282.05,23,0.92
clobber,"kl""A.b@`",1,VB,766.39,-0.07,237.52,28,0.88,638.78,-0.36,111.05,23,1
clobbered,"kl""A.b@`d",2,VB,798.5,0.05,325.98,34,0.92,744.52,-0.12,165.93,25,0.96
clobbers,"kl""A.b@`z",2,VB,822.96,0.33,264.43,24,0.75,710.54,-0.03,191.9,28,1
clock,"kl""Ak",1,NN,583.84,-0.78,180.29,32,0.97,581.37,-0.65,78.96,27,0.96
clocked,"kl""Akt",2,VB,701.42,-0.41,206.11,33,0.97,594.6,-0.55,65.33,25,0.93
clocking,"kl""Ak.IN",2,NN|VB,710,-0.33,304,33,0.97,612.96,-0.38,85.14,27,1
clocks,"kl""Aks",2,NN,583.15,-0.57,200.82,33,1,589.81,-0.64,73.21,26,1
clockwise,"kl""Ak.waIz",2,RB|JJ,702.74,-0.35,271.97,34,1,682.7,-0.38,112.58,27,0.96
clockwork,"kl""Ak.w%3`k",2,NN,663.94,-0.43,186.9,33,0.97,657.29,-0.34,175.95,28,1
clod,"kl""Ad",1,NN,723.67,-0.15,248,18,0.55,637.08,-0.33,127.83,26,0.96
cloddishness,"kl""A4.IS.n@s",3,NN,1114.5,1.18,268.15,10,0.32,877.86,1.01,202.59,21,0.88
clodhopper,"kl""Ad.h%Ap.@`",3,NN,966.53,0.75,332.88,15,0.47,827.6,0.36,261.21,25,0.93
clodhoppers,"kl""Ad.h%Ap.@`z",4,NN,927.06,0.75,175.08,17,0.55,819.33,0.53,211.73,24,0.96
clods,"kl""Adz",2,NN,711.92,0,294.6,13,0.41,685.92,-0.24,126.9,24,0.89
clog,"kl""Ag",1,VB,653.79,-0.31,162.44,29,0.85,641.29,-0.37,100.16,28,1
clogged,"kl""Agd",2,VB,715.91,-0.26,160.2,32,0.94,653.07,-0.39,109.49,27,0.96
clogging,"kl""Ag.IN",2,VB,727.13,-0.28,296.94,30,0.91,715.5,-0.16,179.57,28,1
cloister,"kl""OI.st@`",1,NN,779.26,0,231.76,19,0.56,779.11,0.29,171.85,18,0.67
cloisters,"kl""OI.st@`z",2,NN,784.13,0.33,164.95,23,0.68,811.94,0.31,209.22,17,0.68
clone,"kl""on",1,NN|VB,631.12,-0.47,145.59,33,0.97,586.44,-0.52,121.14,27,1
clop,"kl""Ap",1,VB,853.77,0.24,261.89,13,0.39,652.23,-0.43,178.93,26,0.96
close,"kl""oz",1,VB,542.71,-0.84,140.99,34,1,590.43,-0.66,96.97,28,1
closed,"kl""ozd",2,VB|JJ,616.77,-0.66,243.07,31,0.97,586.64,-0.64,144.43,28,1
closefisted,"""klos""fIstId",NULL,JJ,1348.58,1.52,537.21,12,0.38,1031.39,1.42,273.59,23,0.92
closely,"kl""os.li",2,RB,729,-0.43,355.74,34,1,617.96,-0.51,123.8,25,0.96
closeness,"kl""os.n@s",2,NN,705.15,-0.35,306.93,33,1,669.58,-0.32,174.47,24,1
closeout,"""kloz%aUt",NULL,NN,722.26,-0.01,189.57,34,0.97,759.36,0.13,205.2,28,1
closer,"kl""os.@`",2,JJ|RB,550.75,-0.68,163.04,32,0.97,625.73,-0.47,87.57,26,0.96
closes,"kl""os.@z",2,VB,709.93,-0.23,288.26,30,0.91,653.27,-0.21,173.15,22,0.85
closest,"kl""os.Ist",2,JJ,814.45,-0.06,396.84,33,0.97,749.1,0.01,250.08,21,0.81
closet,"kl""A.z@t",1,NN,668.66,-0.35,206.08,32,1,651.62,-0.3,142.91,26,0.93
closeted,"kl""A.z@4.@d",2,JJ,917.63,0.64,282.76,16,0.47,769.5,0.19,269.84,26,0.96
closets,"kl""A.z@ts",2,NN,656.07,-0.49,248.38,30,0.91,636.15,-0.34,123.97,27,0.96
closeup,"kl%os.""Vp",2,NN,689.48,-0.3,202.12,33,1,671.1,-0.22,157.26,29,1
closeups,"kl%os.""Vps",3,NN,881.67,0.19,306.94,30,0.97,738.28,-0.02,174.18,29,1
closing,"kl""oz.IN",2,VB|NN,590.74,-0.66,186.15,34,1,597.75,-0.6,106.09,28,1
closure,"kl""o.Zr",2,NN,651.73,-0.53,222.98,30,0.94,633.68,-0.36,131.21,25,1
clot,"kl""At",1,NN|VB,660.68,-0.27,196.21,31,0.94,596.5,-0.47,92.67,24,0.92
cloth,"kl""OT",1,NN,629.12,-0.48,193.92,34,0.97,620.26,-0.48,132.19,27,1
clothbound,"kl""OT.b%aUnd",2,JJ,1149.19,0.93,519.64,16,0.48,743.88,0.25,160.66,25,0.96
clothe,"kl""oD",1,VB,879.96,0.18,368.69,24,0.77,685.36,-0.19,135.13,25,0.89
clothed,"kl""oDd",2,VB|JJ,709.06,-0.37,176,31,0.91,641.28,-0.38,106.1,25,0.96
clothes,"kl""oz",1,NN,552.58,-0.8,111.47,33,1,662.67,-0.37,189.01,27,1
clothesbasket,"""kloz%baskIt",NULL,NN,1123.48,0.68,425.59,29,0.94,873.54,0.68,256.34,24,0.96
clothesbrush,"kl""oz.br%VS",2,NN,1154.3,1.18,346.57,23,0.74,984.43,0.84,346.71,23,0.85
clotheshorse,"kl""oz.h%Ors",2,NN,1021.19,0.68,383.96,16,0.67,1052.75,1.29,296.27,20,0.83
clothesline,"kl""oz.l%aIn",2,NN,819.26,0.28,274.1,31,0.91,773.75,0.17,211.55,28,1
clotheslines,"kl""oz.l%aInz",3,NN,939.81,0.81,307.07,27,0.87,854.75,0.46,299.38,24,0.96
clothespin,"kl""oz.p%In",2,NN,965.96,0.54,493.69,24,0.73,866.33,0.41,211.89,27,0.96
clothier,"kl""oD.j@`",2,NN,878.73,0,516.81,15,0.47,820.75,0.12,288.65,16,0.57
clothing,"kl""oD.IN",2,NN|VB,586.26,-0.66,143.56,34,0.97,634.04,-0.43,145.93,28,1
clotted,"kl""A4.@d",2,JJ,760.56,-0.14,225.85,32,0.94,668.67,-0.24,194.49,27,1
cloud,"kl""aUd",1,NN|VB,576.79,-0.77,130.41,34,1,615.14,-0.5,105.77,28,1
